,Dim1-1,Dim1-2,Dim2-1,Dim2-2,Dim3-1,Dim3-2,Dim3-3,Dim4-1,Dim4-2,Dim4-3
155,0.085531661,0,0.058497471,0,0,0,0.799871908,0,0,0.91854232
156,0.099263312,0,0.051555269,0,0,0,0.811353345,0,0,0.911857467
157,0.080060668,0,0.068076633,0,0,0,0.804321217,0,0,0.91054691
158,0.107848979,0,0.074642127,0,0,0,0.802848203,0,0,0.906696516
159,0.092708954,0,0.064255731,0,0,0,0.796421424,0,0,0.910150696
160,0.079275229,0,0.049940803,0,0,0,0.788824305,0,0,0.914356667
161,0.037809436,0,0.066758153,0,0,0,0.811010314,0,0,0.895795532
162,0.103813445,0,0.075879884,0,0,0,0.806944392,0,0,0.896902901
163,0.110557391,0,0.034199763,0,0,0,0.795957324,0,0,0.899930388
164,0.059341314,0,0.094957486,0,0,0,0.808477941,0,0,0.894241151
165,0.053464059,0,0.055349263,0,0,0,0.809406141,0,0,0.914458261
166,0.11987433,0,0.057528791,0,0,0,0.797571585,0,0,0.918786144
167,0.072287525,0,0.100285222,0,0,0,0.795906878,0,0,0.892188962
168,0.094442338,0,0.058255301,0,0,0,0.807973484,0,0,0.897278797
169,0.051649423,0,0.070901948,0,0,0,0.807458938,0,0,0.929280754
170,0.104246791,0,0.054165321,0,0,0,0.801869557,0,0,0.922860044
171,0.096013217,0,0.048137983,0,0,0,0.799115223,0,0,0.900732977
172,0.086885868,0,0.079754601,0,0,0,0.806651807,0,0,0.885422834
173,0.054276583,0,0.075126466,0,0,0,0.810172916,0,0,0.906899703
174,0.081116949,0,0.088122915,0,0,0,0.792789335,0,0,0.90678795
175,0.093006879,0,0.075126466,0,0,0,0.805461289,0,0,0.907214643
176,0.083364931,0,0.085755032,0,0,0,0.790256962,0,0,0.925877372
177,0.12526407,0,0.063502314,0,0,0,0.810273807,0,0,0.916205669
178,0.143816695,0,0.077521257,0,0,0,0.79541251,0,0,0.914407464
179,0.064406045,0,0.052712302,0,0,0,0.81829467,0,0,0.90899253
180,0.071366665,0,0.079324077,0,0,0,0.783134033,0,0,0.895226608
181,0.092383945,0,0.079485524,0,0,0,0.824065655,0,0,0.90710289
182,0.121986891,0,0.094769131,0,0,0,0.804946743,0,0,0.905680581
183,0.049861871,0,0.055456894,0,0,0,0.788259313,0,0,0.89316426
184,0.09715075,0,0.069529652,0,0,0,0.795775719,0,0,0.907905479
185,0.116353394,0,0.068910774,0,0,0,0.789399386,0,0,0.907712451
186,0.138968637,0,0.064901518,0,0,0,0.808346782,0,0,0.914255074
187,0.077514761,0,0.07808632,0,0,0,0.804381752,0,0,0.902968034
188,0.027625806,0,0.104698095,0,0,0,0.804280861,0,0,0.922128571
189,0.060939277,0,0.065547304,0,0,0,0.80079002,0,0,0.903618233
190,0.101727967,0,0.084759445,0,0,0,0.791195252,0,0,0.903100106
191,0.086235849,0,0.088607254,0,0,0,0.78947001,0,0,0.907864842
192,0.074968853,0,0.079377893,0,0,0,0.779501944,0,0,0.931566609
193,0.063268512,0,0.048272522,0,0,0,0.807156264,0,0,0.924983349
194,0.082606576,0,0.072166613,0,0,0,0.79880246,0,0,0.911573005
195,0.065543578,0,0.072812399,0,0,0,0.818859661,0,0,0.895429795
196,0.050241049,0,0.079216446,0,0,0,0.793213079,0,0,0.918826782
197,0.072612535,0,0.10391777,0,0,0,0.803251769,0,0,0.911481571
198,0.101836304,0,0.083440964,0,0,0,0.799347273,0,0,0.890756494
199,0.116299225,0,0.092320525,0,0,0,0.80965837,0,0,0.911938742
200,0.070960403,0,0.10187278,0,0,0,0.800446989,0,0,0.912375594
201,0.087508802,0,0.097325369,0,0,0,0.804159791,0,0,0.917252082
202,0.067222794,0,0.08013131,0,0,0,0.804785317,0,0,0.921336142
203,0.080439846,0,0.080588742,0,0,0,0.807378225,0,0,0.902683572
204,0.10950111,0,0.054219137,0,0,0,0.793616644,0,0,0.937205049
205,0.091408916,0,0.039796577,0,0,0,0.802041072,0,0,0.930662426
206,0.088863009,0,0.118340329,0,0,0,0.793969764,0,0,0.894281789
207,0.067601972,0,0.059035626,0,0,0,0.785777386,0,0,0.912253681
208,0.067954065,0,0.07364654,0,0,0,0.80930525,0,0,0.895866648
209,0.112155355,0,0.032962006,0,0,0,0.806843501,0,0,0.910028783
210,0.070093711,0,0.102168765,0,0,0,0.800184672,0,0,0.908728386
211,0,0.821028113,0,0.806425573,0.184263128,0,0,0,0.595657812,0
212,0,0.754536591,0,0.706651598,0.001298976,0,0,0,0.726073407,0
213,0,0.584989979,0,0.579862232,0.191113651,0,0,0,0.580479741,0
214,0,0.744027951,0,0.774728232,0.205379688,0,0,0,0.535504292,0
215,0,0.726423271,0,0.788262835,0.163630846,0,0,0,0.623463957,0
216,0,0.768376578,0,0.709557636,0.197863283,0,0,0,0.574760026,0
217,0,0.636720654,0,0.774808955,0.189741528,0,0,0,0.592610006,0
218,0,0.766968203,0,0.679340222,0.198226491,0,0,0,0.588414194,0
219,0,0.606332268,0,0.73425896,0.184454821,0,0,0,0.570391505,0
220,0,0.820053085,0,0.804111506,0.190710085,0,0,0,0.569131745,0
221,0,0.80445263,0,0.766279195,0.196672765,0,0,0,0.59020224,0
222,0,0.823411516,0,0.934990851,0.23103636,0,0,0,0.531877403,0
223,0,0.92229565,0,0.78411904,0.210424256,0,0,0,0.574902257,0
224,0,0.881534045,0,0.678694435,0.180439346,0,0,0,0.59568829,0
225,0,0.804750555,0,0.660397159,0.218848684,0,0,0,0.582542089,0
226,0,0.982151563,0,0.569260575,0.204370775,0,0,0,0.60806238,0
227,0,0.771735009,0,0.835701216,0.207599298,0,0,0,0.559073987,0
228,0,0.96709279,0,0.677349047,0.216023726,0,0,0,0.60962692,0
229,0,0.848410162,0,0.772037456,0.193605667,0,0,0,0.597699842,0
230,0,0.723416933,0,0.689888064,0.190377144,0,0,0,0.598695458,0
231,0,0.830101295,0,0.615488107,0.204754162,0,0,0,0.573358035,0
232,0,0.770109962,0,0.736465397,0.223883163,0,0,0,0.583009419,0
233,0,0.696982829,0,0.80717899,0.193656113,0,0,0,0.583446271,0
234,0,0.991441417,0,0.687627812,0.193081032,0,0,0,0.590486702,0
235,0,0.774118412,0,0.882197826,0.185312398,0,0,0,0.587631924,0
236,0,0.908970262,0,0.760305672,0.293064365,0,0,0.198193505,0,0
237,0,0.850035209,0,0.689511355,0.213935275,0,0,0,0.575725164,0
238,0,0.771003738,0,0.849666344,0.217537097,0,0,0,0.583019579,0
239,0,0.779697741,0,0.806694651,0.24025783,0,0,0,0.579585718,0
240,0,0.670765397,0,0.699117425,0.174042834,0,0,0,0.663908335,0
241,0,0.788093819,0,0.728904316,0.19789355,0,0,0,0.601702626,0
242,0,0.783868696,0,0.636018728,0.202534552,0,0,0,0.623006786,0
243,0,0.736308976,0,0.856447099,0.216306222,0,0,0,0.587652243,0
244,0,0.858918802,0,0.790819072,0.201414658,0,0,0,0.614757393,0
245,0,0.674503006,0,0.869981703,0.22461967,0,0,0,0.61463548,0
246,0,0.844103786,0,0.625363255,0.204512023,0,0,0,0.617906792,0
247,0,0.851308163,0,0.786782908,0.229966912,0,0,0,0.609606601,0
248,0,0.822030226,0,0.745533312,0.019889923,0,0,0.210811419,0,0
249,0,0.76136179,0,0.800801851,0.191103562,0,0,0,0.571895089,0
250,0,0.785304155,0,0.707001399,0.212633777,0,0,0,0.593717376,0
251,0,0.876225557,0,0.648207943,0.201838402,0,0,0,0.592701441,0
252,0,0.899030388,0,0.689053923,0.24830896,0,0,0,0.587875749,0
253,0,0.863658523,0,0.78304273,0.224367441,0,0,0,0.605756207,0
254,0,0.691457668,0,0.698202562,0.2240345,0,0,0,0.598258606,0
255,0,0.803910947,0,0.708346787,0.203281148,0,0,0,0.609271343,0
256,0,0.722441905,0,0.650952535,0.227202489,0,0,0,0.585925153,0
257,0,0.702020476,0,0.716419115,0.204037833,0,0,0,0.602454418,0
258,0,0.62697037,0,0.824695942,0.180963981,0,0,0,0.602281709,0
259,0,0.845160067,0,0.782047142,0.183839384,0,0,0,0.617195637,0
260,0,0.832430529,0,0.649230438,0.214883654,0,0,0,0.590882917,0
261,0,0.6617193,0,0.934075988,0.214015988,0,0,0,0.610825724,0
262,0,0.66158388,0,0.910450974,0.231984739,0,0,0,0.59804526,0
263,0,0.631872596,0,0.688354321,0.184475,0,0,0,0.648882654,0
264,0,0.800525432,0,0.662953396,0.220483124,0,0,0,0.576751259,0
265,0,0.778424787,0,0.743246152,0.190942136,0,0,0,0.609017359,0
266,0,0.700124587,0,0.830723281,0.189751618,0,0,0,0.597547451,0
267,0,0.695520286,0,0.717737596,0.227384093,0,0,0,0.5817395,0
268,0,0.861193868,0,0.950758799,0.221804801,0,0,0,0.589145668,0
269,0,0.814365419,0,0.872511032,0.228544344,0,0,0,0.582399858,0
270,0,0.838957803,0,0.810757723,0.247522007,0,0,0,0.584452047,0
271,0,0.821623964,0,0.770342267,0.237079752,0,0,0,0.620781888,0
272,0,0.76320351,0,0.877784953,0.252939873,0,0,0,0.564021591,0
273,0,0.711418666,0,0.825503175,0.227949085,0,0,0,0.607534094,0
274,0,0.749228102,0,0.658056183,0.208991599,0,0,0,0.637158763,0
275,0,0.725339906,0,0.801743623,0.221794712,0,0,0,0.617033087,0
276,0,0.826309517,0,0.608411366,0.236615652,0,0,0,0.734444712,0
277,0,0.682790748,0,0.711306641,0.218606545,0,0,0,0.585407026,0
278,0,0.70822274,0,0.587396405,0.198983177,0,0,0,0.602982704,0
279,0,0.623070256,0,0.823942525,0.238492231,0,0,0,0.596826137,0
280,0,0.811196577,0,0.828463029,0.246967105,0,0,0,0.618008385,0
281,0,0.848762256,0,0.807878592,0.261172608,0,0,0,0.562700876,0
282,0,0.709901955,0,0.834974707,0.230198962,0,0,0,0.619613563,0
283,0,0.860489681,0,0.60259929,0.223530043,0,0,0,0.567384337,0
284,0,0.764936894,0,0.660370251,0.205652095,0,0,0,0.609555805,0
285,0,0.901278371,0,0.663922075,0.220684907,0,0,0,0.583740893,0
286,0,0.873273387,0,0.798783769,0.229533079,0,0,0,0.615641256,0
287,0,0.9165809,0,0.626224303,0.228342561,0,0,0,0.631743828,0
288,0,0.907697308,0,0.693735873,0.232115898,0,0,0,0.587987502,0
289,0,0.762174313,0,0.609998924,0.221280166,0,0,0,0.578752651,0
290,0,0.892557283,0,0.74771284,0.237523674,0,0,0,0.597242671,0
291,0,0.857916689,0,0.75672694,0.210081226,0,0,0,0.615438069,0
292,0,0.885732084,0,0.668496394,0.232701067,0,0,0,0.625353596,0
293,0,0.726694112,0,0.60138844,0.207720368,0,0,0,0.591990286,0
294,0,0.698255782,0,0.794586159,0.209223649,0,0,0,0.637849599,0
295,0,0.615053356,0,0.68765472,0.228957998,0,0,0,0.591959808,0
296,0,0.759005471,0,0.759767517,0.22391343,0,0,0,0.637595615,0
297,0,0.812659119,0,0.769131418,0.2317426,0,0,0,0.617276912,0
298,0,0.644683387,0,0.705575288,0.208174379,0,0,0,0.583588502,0
299,0,0.588781756,0,0.77714993,0.210232563,0,0,0,0.633816336,0
300,0,0.738881967,0,0.76261974,0.228826839,0,0,0,0.604506607,0
301,0,0.858106278,0,0.766413734,0.214853387,0,0,0,0.620466948,0
302,0,0.792454363,0,0.642422775,0.216084261,0,0,0,0.617337868,0
303,0,0.592275608,0,0.686147885,0.207195733,0,0,0,0.605512383,0
304,0,0.615811711,0,0.800667312,0.213319838,0,0,0,0.608163974,0
305,0,0.697957857,0,0.643176192,0.245695874,0,0,0,0.600646053,0
306,0,0.69988083,0,0.828785922,0.2535654,0,0,0,0.59568829,0
307,0,0.786035426,0,0.537213432,0.201818224,0,0,0,0.613944645,0
308,0,0.565624831,0,0.792272091,0.24982233,0,0,0,0.569040311,0
309,0,0.6651319,0,0.85908406,0.195421712,0,0,0,0.650589425,0
310,0,0.833080548,0,0.790657626,0.222611932,0,0,0,0.598482112,0
311,0,0.73075673,0,0.547922721,0.232529552,0,0,0,0.570361027,0
312,0,0.886030009,0,0.652970617,0.230955647,0,0,0,0.633765539,0
313,0,0.835545203,0,0.75492412,0.227152043,0,0,0,0.602169956,0
314,0,0.7451384,0,0.811430417,0.271433259,0,0,0,0.562284342,0
315,0,0.822192731,0,0.660908406,0.202433661,0,0,0,0.636071712,0
316,0,0.757136666,0,0.644225595,0.237079752,0,0,0,0.588200848,0
317,0,0.818075944,0,0.728366161,0.235253619,0,0,0,0.597740479,0
318,0,0.761118033,0,0.670487569,0.239359897,0,0,0,0.601621351,0
319,0,0.726883701,0,0.750349801,0.244091701,0,0,0,0.597110599,0
320,0,0.736958995,0,0.754278334,0.224952611,0,0,0,0.627283873,0
321,0,0.76352852,0,0.759094823,0.268598211,0,0,0,0.559236537,0
322,0,0.857618764,0,0.707485739,0.240590771,0,0,0,0.617835676,0
323,0,0.837116083,0,0.595361102,0.226062416,0,0,0,0.63031136,0
324,0,0.74638427,0,0.617775266,0.227626232,0,0,0,0.622986467,0
325,0,0.697470343,0,0.805134001,0.234385953,0,0,0,0.595647653,0
326,0,0.856481231,0,0.697610591,0.234668449,0,0,0,0.605644454,0
327,0,0.77029955,0,0.814336455,0.240762287,0,0,0,0.613487474,0
328,0,0.578218948,0,0.791707028,0.259306118,0,0,0,0.599386294,0
329,0,0.798467039,0,0.87097729,0.218364406,0,0,0,0.608184292,0
330,0,0.866691945,0,0.672774728,0.239188382,0,0,0,0.615204404,0
331,0,0.805021396,0,0.817054138,0.216629075,0,0,0,0.642512741,0
332,0,0.818400953,0,0.699924658,0.265309153,0,0,0,0.611120345,0
333,0,0.749959374,0,0.754520504,0.24235637,0,0,0,0.619105595,0
334,0,0.775445534,0,0.644952104,0.248369495,0,0,0,0.637839439,0
335,0,0.838443205,0,0.767839845,0.252990319,0,0,0,0.614127513,0
336,0,0.648691837,0,0.605612959,0.244676871,0,0,0,0.603450034,0
337,0,0.852310276,0,0.783096545,0.261717421,0,0,0,0.608560188,0
338,0,0.665646498,0,0.979953719,0.246936838,0,0,0,0.619461172,0
339,0,0.778831049,0,0.778414595,0.240843,0,0,0,0.633409962,0
340,0,0.831103407,0,0.843988806,0.27666952,0,0,0,0.590689889,0
341,0,0.859595905,0,0.926407276,0.274540712,0,0,0,0.6453472,0
342,0,0.867937815,0,0.921456248,0.229966912,0,0,0,0.622691846,0
343,0,0.603732192,0,0.773705737,0.237614476,0,0,0,0.601895654,0
344,0,0.686555441,0,0.653966204,0.259235494,0,0,0,0.594672355,0
345,0,0.806375603,0,0.761731783,0.233225702,0,0,0,0.643742022,0
346,0,0.837711933,0,0.810623184,0.240832911,0,0,0,0.633562352,0
347,0,0.721927306,0,0.918684749,0.239965245,0,0,0,0.642898796,0
348,0,0.794052327,0,0.714912281,0.259548257,0,0,0,0.600656213,0
349,0,0.74651969,0,0.756404047,0.238189557,0,0,0,0.631581279,0
